WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.Communication/EmailServices,null,No
no,Microsoft.Communication/EmailServices/Domains,null,No
no,Microsoft.Communication/EmailServices/Domains/SenderUsernames,null,No
no,Microsoft.Communication/EmailServices/Domains/SuppressionLists,null,No
no,Microsoft.Communication/EmailServices/Domains/SuppressionLists/SuppressionListAddresses,null,No
no,Microsoft.Community/communityTrainings,null,No
no,Microsoft.Community/Operations,null,No
no,Microsoft.Community/Locations,null,No
no,Microsoft.Community/Locations/OperationStatuses,null,No
yes,Microsoft.Compute/availabilitySets,Availability set,Yes
yes,Microsoft.Compute/virtualMachines,Virtual Machines,Yes
yes,Microsoft.Compute/virtualMachines/extensions,Extension,Yes
yes,Microsoft.Compute/virtualMachineScaleSets,Virtual Machine Scale Sets,Yes
no,Microsoft.Compute/virtualMachineScaleSets/extensions,null,No
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,null,No
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines/extensions,null,No
no,Microsoft.Compute/virtualMachineScaleSets/networkInterfaces,null,No
no,Microsoft.Compute/virtualMachineScaleSets/virtualMachines/networkInterfaces,null,No
no,Microsoft.Compute/virtualMachineScaleSets/publicIPAddresses,null,No
no,Microsoft.Compute/locations,null,No
no,Microsoft.Compute/locations/operations,null,No
no,Microsoft.Compute/locations/vmSizes,null,No
no,Microsoft.Compute/locations/runCommands,null,No
no,Microsoft.Compute/locations/virtualMachines,null,No
no,Microsoft.Compute/locations/virtualMachineScaleSets,null,No
no,Microsoft.Compute/locations/publishers,null,No
no,Microsoft.Compute/operations,null,No
no,Microsoft.Compute/virtualMachines/runCommands,null,No
no,Microsoft.Compute/virtualMachineScaleSets/applications,null,No
no,Microsoft.Compute/virtualMachines/VMApplications,null,No
no,Microsoft.Compute/locations/edgeZones,null,No
no,Microsoft.Compute/locations/edgeZones/vmimages,null,No
no,Microsoft.Compute/locations/edgeZones/publishers,null,No
no,Microsoft.Compute/restorePointCollections,null,No
no,Microsoft.Compute/restorePointCollections/restorePoints,null,No
yes,Microsoft.Compute/proximityPlacementGroups,Proximity Placement Groups,No
no,Microsoft.Compute/sshPublicKeys,null,No
no,Microsoft.Compute/capacityReservationGroups,null,No
no,Microsoft.Compute/capacityReservationGroups/capacityReservations,null,No
no,Microsoft.Compute/virtualMachines/metricDefinitions,null,No
no,Microsoft.Compute/locations/spotEvictionRates,null,No
no,Microsoft.Compute/locations/spotPriceHistory,null,No
no,Microsoft.Compute/locations/recommendations,null,No
no,Microsoft.Compute/locations/sharedGalleries,null,No
no,Microsoft.Compute/locations/communityGalleries,null,No
no,Microsoft.Compute/sharedVMImages,null,No
no,Microsoft.Compute/sharedVMImages/versions,null,No
no,Microsoft.Compute/locations/artifactPublishers,null,No
no,Microsoft.Compute/locations/capsoperations,null,No
yes,Microsoft.Compute/galleries,Compute Gallery,Yes
no,Microsoft.Compute/galleries/images,null,No
no,Microsoft.Compute/galleries/images/versions,null,No
no,Microsoft.Compute/locations/galleries,null,No
no,Microsoft.Compute/payloadGroups,null,No
no,Microsoft.Compute/galleries/applications,null,No
no,Microsoft.Compute/galleries/applications/versions,null,No
yes,Microsoft.Compute/disks,Disks,Yes
yes,Microsoft.Compute/snapshots,Managed Disk Snapshot,Yes
no,Microsoft.Compute/locations/diskoperations,null,No
no,Microsoft.Compute/diskEncryptionSets,null,No
no,Microsoft.Compute/diskAccesses,null,No
no,Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints,null,No
no,Microsoft.Compute/virtualMachineScaleSets/disks,null,No
no,Microsoft.Compute/cloudServices,null,No
no,Microsoft.Compute/cloudServices/roles,null,No
no,Microsoft.Compute/cloudServices/roleInstances,null,No
no,Microsoft.Compute/locations/csoperations,null,No
no,Microsoft.Compute/locations/cloudServiceOsVersions,null,No
no,Microsoft.Compute/locations/cloudServiceOsFamilies,null,No
no,Microsoft.Compute/cloudServices/networkInterfaces,null,No
no,Microsoft.Compute/cloudServices/roleInstances/networkInterfaces,null,No
no,Microsoft.Compute/cloudServices/publicIPAddresses,null,No
no,Microsoft.Compute/locations/usages,null,No
yes,Microsoft.Compute/images,Compute Images,No
no,Microsoft.Compute/locations/diagnostics,null,No
no,Microsoft.Compute/locations/diagnosticOperations,null,No
no,Microsoft.Compute/locations/logAnalytics,null,No
yes,Microsoft.Compute/hostGroups,Compute Host Groups,No
no,Microsoft.Compute/hostGroups/hosts,null,No
no,Microsoft.ComputeSchedule/Locations,null,No
no,Microsoft.ConfidentialLedger/Locations,null,No
no,Microsoft.ConfidentialLedger/Ledgers,null,No
no,Microsoft.ConfidentialLedger/checkNameAvailability,null,No
no,Microsoft.ConfidentialLedger/Locations/operations,null,No
no,Microsoft.ConfidentialLedger/Locations/operationstatuses,null,No
no,Microsoft.ConfidentialLedger/ManagedCCFs,null,No
no,Microsoft.ConfidentialLedger/operations,null,No
no,Microsoft.Confluent/operations,null,No
no,Microsoft.Confluent/locations,null,No
no,Microsoft.Confluent/locations/OperationStatuses,null,No
no,Microsoft.Confluent/organizations,null,No
no,Microsoft.Confluent/checkNameAvailability,null,No
no,Microsoft.Confluent/agreements,null,No
no,Microsoft.Confluent/validations,null,No
no,Microsoft.Confluent/organizations/access,null,No
no,Microsoft.Confluent/organizations/access/deleteRoleBinding,null,No
no,Microsoft.Confluent/organizations/environments,null,No
no,Microsoft.Confluent/organizations/environments/clusters,null,No
no,Microsoft.Confluent/organizations/environments/schemaRegistryClusters,null,No
no,Microsoft.Confluent/organizations/environments/clusters/createAPIKey,null,No
no,Microsoft.Confluent/organizations/apiKeys,null,No
no,Microsoft.Confluent/organizations/listRegions,null,No
no,Microsoft.ConnectedCache/cacheNodes,null,No
no,Microsoft.ConnectedCache/enterpriseCustomers,null,No
no,Microsoft.ConnectedCache/Operations,null,No
no,Microsoft.ConnectedCache/locations,null,No
no,Microsoft.ConnectedCache/locations/operationstatuses,null,No
no,Microsoft.ConnectedCache/ispCustomers,null,No
no,Microsoft.ConnectedCache/ispCustomers/ispCacheNodes,null,No
no,Microsoft.ConnectedCache/enterpriseMccCustomers,null,No
no,Microsoft.ConnectedCache/enterpriseMccCustomers/enterpriseMccCacheNodes,null,No
no,Microsoft.ConnectedCache/registeredSubscriptions,null,No
no,Microsoft.ConnectedCredentials/locations,null,No
no,Microsoft.ConnectedCredentials/locations/operationstatuses,null,No
no,Microsoft.ConnectedCredentials/credentials,null,No
no,Microsoft.ConnectedCredentials/operations,null,No
no,microsoft.connectedopenstack/operations,null,No
no,microsoft.connectedopenstack/locations,null,No
no,microsoft.connectedopenstack/locations/operationStatuses,null,No
no,Microsoft.ConnectedVehicle/locations,null,No
no,Microsoft.ConnectedVehicle/operations,null,No
no,Microsoft.ConnectedVehicle/Locations/OperationStatuses,null,No
no,Microsoft.ConnectedVehicle/checkNameAvailability,null,No
no,Microsoft.ConnectedVehicle/registeredSubscriptions,null,No
no,Microsoft.ConnectedVMwarevSphere/locations,null,No
no,Microsoft.ConnectedVMwarevSphere/locations/operationstatuses,null,No
no,Microsoft.ConnectedVMwarevSphere/VCenters,null,No
no,Microsoft.ConnectedVMwarevSphere/resourcepools,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualnetworks,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachinetemplates,null,No
no,Microsoft.ConnectedVMwarevSphere/operations,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachines,null,No
no,Microsoft.ConnectedVMwarevSphere/vcenters/inventoryitems,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/hybrididentitymetadata,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/extensions,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachines/guestagents,null,No
no,Microsoft.ConnectedVMwarevSphere/clusters,null,No
no,Microsoft.ConnectedVMwarevSphere/datastores,null,No
no,Microsoft.ConnectedVMwarevSphere/hosts,null,No
no,Microsoft.ConnectedVMwarevSphere/virtualmachineinstances,null,No
no,Microsoft.Consumption/Forecasts,null,No
no,Microsoft.Consumption/AggregatedCost,null,No
no,Microsoft.Consumption/tenants,null,No
no,Microsoft.Consumption/ReservationRecommendations,null,No
no,Microsoft.Consumption/ReservationRecommendationDetails,null,No
no,Microsoft.Consumption/ReservationSummaries,null,No
no,Microsoft.Consumption/ReservationTransactions,null,No
no,Microsoft.Consumption/Balances,null,No
no,Microsoft.Consumption/Marketplaces,null,No
no,Microsoft.Consumption/Pricesheets,null,No
no,Microsoft.Consumption/ReservationDetails,null,No
no,Microsoft.Consumption/Budgets,null,No
no,Microsoft.Consumption/CostTags,null,No
no,Microsoft.Consumption/Tags,null,No
no,Microsoft.Consumption/Terms,null,No
no,Microsoft.Consumption/UsageDetails,null,No
no,Microsoft.Consumption/Charges,null,No
no,Microsoft.Consumption/credits,null,No
no,Microsoft.Consumption/events,null,No
no,Microsoft.Consumption/lots,null,No
no,Microsoft.Consumption/products,null,No
no,Microsoft.Consumption/OperationStatus,null,No
no,Microsoft.Consumption/OperationResults,null,No
no,Microsoft.Consumption/Operations,null,No
yes,Microsoft.ContainerInstance/containerGroups,Container Instance Container Groups,No
no,Microsoft.ContainerInstance/serviceAssociationLinks,null,No
no,Microsoft.ContainerInstance/locations,null,No
no,Microsoft.ContainerInstance/locations/capabilities,null,No
no,Microsoft.ContainerInstance/locations/usages,null,No
no,Microsoft.ContainerInstance/locations/operations,null,No
no,Microsoft.ContainerInstance/locations/operationresults,null,No
no,Microsoft.ContainerInstance/operations,null,No
no,Microsoft.ContainerInstance/locations/cachedImages,null,No
no,Microsoft.ContainerInstance/locations/validateDeleteVirtualNetworkOrSubnets,null,No
no,Microsoft.ContainerInstance/locations/deleteVirtualNetworkOrSubnets,null,No
yes,Microsoft.ContainerRegistry/registries,Container Registry,Yes
no,Microsoft.ContainerRegistry/registries/cacheRules,null,No
no,Microsoft.ContainerRegistry/registries/credentialSets,null,No
no,Microsoft.ContainerRegistry/registries/connectedRegistries,null,No
no,Microsoft.ContainerRegistry/registries/connectedRegistries/deactivate,null,No
no,Microsoft.ContainerRegistry/registries/scopeMaps,null,No
no,Microsoft.ContainerRegistry/registries/tokens,null,No
no,Microsoft.ContainerRegistry/registries/generateCredentials,null,No
no,Microsoft.ContainerRegistry/registries/privateEndpointConnections,null,No
no,Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies,null,No
no,Microsoft.ContainerRegistry/registries/privateEndpointConnectionProxies/validate,null,No
no,Microsoft.ContainerRegistry/registries/privateLinkResources,null,No
no,Microsoft.ContainerRegistry/registries/importImage,null,No
no,Microsoft.ContainerRegistry/registries/exportPipelines,null,No
no,Microsoft.ContainerRegistry/registries/importPipelines,null,No
no,Microsoft.ContainerRegistry/registries/pipelineRuns,null,No
no,Microsoft.ContainerRegistry/registries/listBuildSourceUploadUrl,null,No
no,Microsoft.ContainerRegistry/registries/scheduleRun,null,No
no,Microsoft.ContainerRegistry/registries/runs,null,No
no,Microsoft.ContainerRegistry/registries/taskRuns,null,No
no,Microsoft.ContainerRegistry/registries/taskRuns/listDetails,null,No
no,Microsoft.ContainerRegistry/registries/agentPools,null,No
no,Microsoft.ContainerRegistry/registries/agentPoolsOperationResults,null,No
no,Microsoft.ContainerRegistry/registries/agentPools/listQueueStatus,null,No
no,Microsoft.ContainerRegistry/registries/runs/listLogSasUrl,null,No
no,Microsoft.ContainerRegistry/registries/runs/cancel,null,No
no,Microsoft.ContainerRegistry/registries/tasks,null,No
no,Microsoft.ContainerRegistry/registries/tasks/listDetails,null,No
no,Microsoft.ContainerRegistry/registries/replications,null,No
no,Microsoft.ContainerRegistry/registries/webhooks,null,No
no,Microsoft.ContainerRegistry/registries/webhooks/ping,null,No
no,Microsoft.ContainerRegistry/registries/webhooks/getCallbackConfig,null,No
no,Microsoft.ContainerRegistry/registries/webhooks/listEvents,null,No
no,Microsoft.ContainerRegistry/locations/operationResults,null,No
no,Microsoft.ContainerRegistry/locations/deleteVirtualNetworkOrSubnets,null,No
no,Microsoft.ContainerRegistry/registries/listCredentials,null,No
no,Microsoft.ContainerRegistry/registries/regenerateCredential,null,No
no,Microsoft.ContainerRegistry/registries/listUsages,null,No
no,Microsoft.ContainerRegistry/registries/listPolicies,null,No
no,Microsoft.ContainerRegistry/registries/updatePolicies,null,No
no,Microsoft.ContainerRegistry/registries/eventGridFilters,null,No
no,Microsoft.ContainerRegistry/checkNameAvailability,null,No
no,Microsoft.ContainerRegistry/operations,null,No
no,Microsoft.ContainerRegistry/locations,null,No
no,Microsoft.ContainerService/ManagedClusters/eventGridFilters,null,No
no,Microsoft.ContainerService/fleetMemberships,null,No
yes,Microsoft.ContainerService/fleets,Kubernetes fleet manager | PREVIEW,Yes
no,Microsoft.ContainerService/fleets/members,null,No
no,Microsoft.ContainerService/fleets/updateRuns,null,No
no,Microsoft.ContainerService/fleets/updateStrategies,null,No
no,Microsoft.ContainerService/locations,null,No
no,Microsoft.ContainerService/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null,No
no,Microsoft.ContainerService/locations/operationresults,null,No
no,Microsoft.ContainerService/locations/operations,null,No
no,Microsoft.ContainerService/locations/orchestrators,null,No
no,Microsoft.ContainerService/locations/kubernetesVersions,null,No
no,Microsoft.ContainerService/locations/nodeImageVersions,null,No
no,Microsoft.ContainerService/locations/usages,null,No
no,Microsoft.ContainerService/locations/osOptions,null,No
no,Microsoft.ContainerService/locations/safeguardsVersions,null,No
no,Microsoft.ContainerService/locations/guardrailsVersions,null,No
no,Microsoft.ContainerService/locations/trustedAccessRoles,null,No
no,Microsoft.ContainerService/locations/meshRevisionProfiles,null,No
yes,Microsoft.ContainerService/managedClusters,Aks,Yes
no,Microsoft.ContainerService/managedclustersnapshots,null,No
no,Microsoft.ContainerService/operations,null,No
no,Microsoft.ContainerService/snapshots,null,No
no,Microsoft.CostManagement/Connectors,null,No
no,Microsoft.CostManagement/CloudConnectors,null,No
no,Microsoft.CostManagement/CheckConnectorEligibility,null,No
no,Microsoft.CostManagement/ExternalBillingAccounts,null,No
no,Microsoft.CostManagement/ExternalBillingAccounts/Dimensions,null,No
no,Microsoft.CostManagement/ExternalBillingAccounts/Query,null,No
no,Microsoft.CostManagement/ExternalSubscriptions/Dimensions,null,No
no,Microsoft.CostManagement/ExternalSubscriptions/Query,null,No
no,Microsoft.CostManagement/ExternalSubscriptions,null,No
no,Microsoft.CostManagement/Forecast,null,No
no,Microsoft.CostManagement/ExternalSubscriptions/Forecast,null,No
no,Microsoft.CostManagement/ExternalBillingAccounts/Forecast,null,No
no,Microsoft.CostManagement/Settings,null,No
no,Microsoft.CostManagement/operations,null,No
no,Microsoft.CostManagement/register,null,No
no,Microsoft.CostManagement/Query,null,No
no,Microsoft.CostManagement/Dimensions,null,No
no,Microsoft.CostManagement/Budgets,null,No
no,Microsoft.CostManagement/ExternalSubscriptions/Alerts,null,No
no,Microsoft.CostManagement/ExternalBillingAccounts/Alerts,null,No
no,Microsoft.CostManagement/Alerts,null,No
no,Microsoft.CostManagement/showbackRules,null,No
no,Microsoft.CostManagement/costAllocationRules,null,No
no,Microsoft.CostManagement/Exports,null,No
no,Microsoft.CostManagement/Reports,null,No
no,Microsoft.CostManagement/Reportconfigs,null,No
no,Microsoft.CostManagement/BillingAccounts,null,No
no,Microsoft.CostManagement/Departments,null,No
no,Microsoft.CostManagement/EnrollmentAccounts,null,No
no,Microsoft.CostManagement/Views,null,No
no,Microsoft.CostManagement/Publish,null,No
no,Microsoft.CostManagement/ScheduledActions,null,No
no,Microsoft.CostManagement/CheckNameAvailability,null,No
no,Microsoft.CostManagement/BenefitUtilizationSummaries,null,No
no,Microsoft.CostManagement/BenefitRecommendations,null,No
no,Microsoft.CostManagement/Insights,null,No
no,Microsoft.CostManagement/fetchPrices,null,No
no,Microsoft.CostManagement/fetchMicrosoftPrices,null,No
no,Microsoft.CostManagement/fetchMarketplacePrices,null,No
no,Microsoft.CostManagement/calculatePrice,null,No
no,Microsoft.CostManagement/CalculateCost,null,No
no,Microsoft.CostManagement/GenerateBenefitUtilizationSummariesReport,null,No
no,Microsoft.CostManagement/BenefitUtilizationSummariesOperationResults,null,No
no,Microsoft.CostManagement/GenerateReservationDetailsReport,null,No
no,Microsoft.CostManagement/ReservationDetailsOperationResults,null,No
no,Microsoft.CostManagement/GenerateDetailedCostReport,null,No
no,Microsoft.CostManagement/GenerateCostDetailsReport,null,No
no,Microsoft.CostManagement/CostDetailsOperationResults,null,No
no,Microsoft.CostManagement/OperationStatus,null,No
no,Microsoft.CostManagement/OperationResults,null,No
no,Microsoft.CostManagement/Pricesheets,null,No
no,Microsoft.CostManagement/MarkupRules,null,No
no,Microsoft.CostManagement/StartConversation,null,No
no,Microsoft.CostManagement/SendMessage,null,No
no,Microsoft.CostManagementExports/Operations,null,No
no,Microsoft.CustomerLockbox/operations,null,No
no,Microsoft.CustomerLockbox/TenantOptedIn,null,No
no,Microsoft.CustomerLockbox/EnableLockbox,null,No
no,Microsoft.CustomerLockbox/DisableLockbox,null,No
no,Microsoft.CustomerLockbox/requests,null,No
no,Microsoft.CustomProviders/resourceProviders,null,No
no,Microsoft.CustomProviders/resourceProviders/operationResults,null,No
no,Microsoft.CustomProviders/resourceProviders/operationStatuses,null,No
no,Microsoft.CustomProviders/associations,null,No
no,Microsoft.CustomProviders/operations,null,No
no,Microsoft.CustomProviders/locations,null,No
no,Microsoft.CustomProviders/locations/operationStatuses,null,No
no,Microsoft.CustomProviders/locations/operationResults,null,No
no,Microsoft.D365CustomerInsights/instances,null,No
no,Microsoft.D365CustomerInsights/operations,null,No
no,Microsoft.DatabaseWatcher/watchers,null,No
no,Microsoft.DatabaseWatcher/watchers/targets,null,No
no,Microsoft.DatabaseWatcher/locations,null,No
no,Microsoft.DatabaseWatcher/locations/operationStatuses,null,No
no,Microsoft.DatabaseWatcher/operations,null,No
no,Microsoft.DatabaseWatcher/watchers/sharedPrivateLinkResources,null,No
yes,Microsoft.DataBox/jobs,DataBox Jobs,No
no,Microsoft.DataBox/locations,null,No
no,Microsoft.DataBox/locations/validateAddress,null,No
no,Microsoft.DataBox/locations/checkNameAvailability,null,No
no,Microsoft.DataBox/locations/operationresults,null,No
no,Microsoft.DataBox/operations,null,No
no,Microsoft.DataBox/locations/availableSkus,null,No
no,Microsoft.DataBox/locations/validateInputs,null,No
no,Microsoft.DataBox/locations/regionConfiguration,null,No
no,Microsoft.DataBox/jobs/eventGridFilters,null,No
yes,Microsoft.DataBoxEdge/DataBoxEdgeDevices,DataBox Edge Devices,No
no,Microsoft.DataBoxEdge/DataBoxEdgeDevices/checkNameAvailability,null,No
no,Microsoft.DataBoxEdge/operations,null,No
no,Microsoft.DataBoxEdge/availableSkus,null,No
yes,Microsoft.Databricks/workspaces,Databricks,Yes
no,Microsoft.Databricks/accessConnectors,null,No
no,Microsoft.Databricks/workspaces/virtualNetworkPeerings,null,No
no,Microsoft.Databricks/workspaces/dbWorkspaces,null,No
no,Microsoft.Databricks/operations,null,No
no,Microsoft.Databricks/locations,null,No
no,Microsoft.Databricks/locations/operationstatuses,null,No
no,Microsoft.Databricks/locations/getNetworkPolicies,null,No
no,Microsoft.DataCatalog/catalogs,null,No
no,Microsoft.DataCatalog/checkNameAvailability,null,No
no,Microsoft.DataCatalog/operations,null,No
no,Microsoft.DataCatalog/locations,null,No
no,Microsoft.DataCatalog/locations/jobs,null,No
no,Microsoft.Datadog/registeredSubscriptions,null,No
no,Microsoft.Datadog/locations,null,No
no,Microsoft.Datadog/locations/operationStatuses,null,No
no,Microsoft.Datadog/operations,null,No
no,Microsoft.Datadog/monitors,null,No
no,Microsoft.Datadog/monitors/tagRules,null,No
no,Microsoft.Datadog/monitors/listMonitoredResources,null,No
no,Microsoft.Datadog/monitors/listApiKeys,null,No
no,Microsoft.Datadog/monitors/getDefaultKey,null,No
no,Microsoft.Datadog/monitors/setDefaultKey,null,No
no,Microsoft.Datadog/monitors/singleSignOnConfigurations,null,No
no,Microsoft.Datadog/monitors/listHosts,null,No
no,Microsoft.Datadog/monitors/listLinkedResources,null,No
no,Microsoft.Datadog/monitors/refreshSetPasswordLink,null,No
no,Microsoft.Datadog/agreements,null,No
no,Microsoft.Datadog/monitors/monitoredSubscriptions,null,No
no,Microsoft.Datadog/subscriptionStatuses,null,No
yes,Microsoft.DataLakeAnalytics/accounts,Data lake analytics account,Yes
no,Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts,null,No
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts,null,No
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers,null,No
no,Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers/listSasTokens,null,No
no,Microsoft.DataLakeAnalytics/locations,null,No
no,Microsoft.DataLakeAnalytics/locations/operationresults,null,No
no,Microsoft.DataLakeAnalytics/locations/checkNameAvailability,null,No
no,Microsoft.DataLakeAnalytics/locations/capability,null,No
no,Microsoft.DataLakeAnalytics/locations/usages,null,No
no,Microsoft.DataLakeAnalytics/operations,null,No
yes,Microsoft.DataLakeStore/accounts,Data lake store account,Yes
no,Microsoft.DataLakeStore/accounts/firewallRules,null,No
no,Microsoft.DataLakeStore/accounts/eventGridFilters,null,No
no,Microsoft.DataLakeStore/locations,null,No
no,Microsoft.DataLakeStore/locations/operationresults,null,No
no,Microsoft.DataLakeStore/locations/checkNameAvailability,null,No
no,Microsoft.DataLakeStore/locations/capability,null,No
no,Microsoft.DataLakeStore/locations/usages,null,No
no,Microsoft.DataLakeStore/locations/deleteVirtualNetworkOrSubnets,null,No
no,Microsoft.DataLakeStore/operations,null,No
no,Microsoft.DataMigration/locations,null,No
no,Microsoft.DataMigration/services,null,No
no,Microsoft.DataMigration/services/projects,null,No
no,Microsoft.DataMigration/locations/operationResults,null,No
no,Microsoft.DataMigration/locations/operationStatuses,null,No
no,Microsoft.DataMigration/locations/checkNameAvailability,null,No
no,Microsoft.DataMigration/operations,null,No
no,Microsoft.DataMigration/migrationServices,null,No
no,Microsoft.DataMigration/SqlMigrationServices,null,No
no,Microsoft.DataMigration/DatabaseMigrations,null,No
no,Microsoft.DataMigration/Locations/OperationTypes,null,No
no,Microsoft.DataMigration/locations/migrationServiceOperationResults,null,No
no,Microsoft.DataMigration/Locations/sqlMigrationServiceOperationResults,null,No
no,Microsoft.DataProtection/BackupVaults,null,No
no,Microsoft.DataProtection/ResourceGuards,null,No
no,Microsoft.DataProtection/operations,null,No
no,Microsoft.DataProtection/locations,null,No
no,Microsoft.DataProtection/locations/operationResults,null,No
no,Microsoft.DataProtection/locations/operationStatus,null,No
no,Microsoft.DataProtection/locations/checkNameAvailability,null,No
no,Microsoft.DataProtection/locations/checkFeatureSupport,null,No
no,Microsoft.DataProtection/backupInstances,null,No
no,Microsoft.DataProtection/locations/fetchSecondaryRecoveryPoints,null,No
no,Microsoft.DataProtection/locations/fetchCrossRegionRestoreJobs,null,No
no,Microsoft.DataProtection/locations/fetchCrossRegionRestoreJob,null,No
no,Microsoft.DataProtection/locations/validateCrossRegionRestore,null,No
no,Microsoft.DataProtection/locations/crossRegionRestore,null,No
no,Microsoft.DataReplication/replicationVaults,null,No
no,Microsoft.DataReplication/replicationFabrics,null,No
no,Microsoft.DataReplication/operations,null,No
yes,Microsoft.DataShare/accounts,DataShare Accounts,No
no,Microsoft.DataShare/accounts/shares,null,No
no,Microsoft.DataShare/accounts/shares/datasets,null,No
no,Microsoft.DataShare/accounts/shares/synchronizationSettings,null,No
no,Microsoft.DataShare/accounts/shares/invitations,null,No
no,Microsoft.DataShare/accounts/sharesubscriptions,null,No
no,Microsoft.DataShare/accounts/shares/providersharesubscriptions,null,No
no,Microsoft.DataShare/accounts/sharesubscriptions/datasetmappings,null,No
no,Microsoft.DataShare/accounts/sharesubscriptions/triggers,null,No
no,Microsoft.DataShare/accounts/sharesubscriptions/consumerSourceDataSets,null,No
no,Microsoft.DataShare/listinvitations,null,No
no,Microsoft.DataShare/locations,null,No
no,Microsoft.DataShare/locations/operationResults,null,No
no,Microsoft.DataShare/locations/registerEmail,null,No
no,Microsoft.DataShare/locations/activateEmail,null,No
no,Microsoft.DataShare/locations/rejectInvitation,null,No
no,Microsoft.DataShare/locations/consumerInvitations,null,No
no,Microsoft.DataShare/operations,null,No
no,Microsoft.DBforMariaDB/operations,null,No
yes,Microsoft.DBforMariaDB/servers,MariaDB server,Yes
no,Microsoft.DBforMariaDB/servers/recoverableServers,null,No
no,Microsoft.DBforMariaDB/servers/virtualNetworkRules,null,No
no,Microsoft.DBforMariaDB/checkNameAvailability,null,No
no,Microsoft.DBforMariaDB/locations,null,No
no,Microsoft.DBforMariaDB/locations/operationResults,null,No
no,Microsoft.DBforMariaDB/locations/azureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/performanceTiers,null,No
no,Microsoft.DBforMariaDB/locations/securityAlertPoliciesAzureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyOperationResults,null,No
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionProxyAzureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionOperationResults,null,No
no,Microsoft.DBforMariaDB/locations/privateEndpointConnectionAzureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/securityAlertPoliciesOperationResults,null,No
no,Microsoft.DBforMariaDB/locations/recommendedActionSessionsAzureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/recommendedActionSessionsOperationResults,null,No
no,Microsoft.DBforMariaDB/servers/topQueryStatistics,null,No
no,Microsoft.DBforMariaDB/servers/queryTexts,null,No
no,Microsoft.DBforMariaDB/servers/waitStatistics,null,No
no,Microsoft.DBforMariaDB/servers/resetQueryPerformanceInsightData,null,No
no,Microsoft.DBforMariaDB/servers/advisors,null,No
no,Microsoft.DBforMariaDB/servers/privateLinkResources,null,No
no,Microsoft.DBforMariaDB/servers/privateEndpointConnections,null,No
no,Microsoft.DBforMariaDB/servers/privateEndpointConnectionProxies,null,No
no,Microsoft.DBforMariaDB/servers/keys,null,No
no,Microsoft.DBforMariaDB/locations/serverKeyAzureAsyncOperation,null,No
no,Microsoft.DBforMariaDB/locations/serverKeyOperationResults,null,No
no,Microsoft.DBforMariaDB/servers/start,null,No
no,Microsoft.DBforMariaDB/servers/stop,null,No
no,Microsoft.DBforMySQL/operations,null,No
yes,Microsoft.DBforMySQL/servers,MySQL server,Yes
yes,Microsoft.DBforMySQL/flexibleServers,Db For Mysql,Yes
no,Microsoft.DBforMySQL/servers/recoverableServers,null,No
no,Microsoft.DBforMySQL/servers/virtualNetworkRules,null,No
no,Microsoft.DBforMySQL/locations/capabilities,null,No
no,Microsoft.DBforMySQL/locations/capabilitySets,null,No
no,Microsoft.DBforMySQL/locations/checkNameAvailability,null,No
no,Microsoft.DBforMySQL/checkNameAvailability,null,No
no,Microsoft.DBforMySQL/assessForMigration,null,No
no,Microsoft.DBforMySQL/getPrivateDnsZoneSuffix,null,No
no,Microsoft.DBforMySQL/locations/checkVirtualNetworkSubnetUsage,null,No
no,Microsoft.DBforMySQL/locations/listMigrations,null,No
no,Microsoft.DBforMySQL/locations/updateMigration,null,No
no,Microsoft.DBforMySQL/locations,null,No
no,Microsoft.DBforMySQL/locations/operationResults,null,No
no,Microsoft.DBforMySQL/locations/operationProgress,null,No
no,Microsoft.DBforMySQL/locations/azureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/administratorOperationResults,null,No
no,Microsoft.DBforMySQL/locations/administratorAzureAsyncOperation,null,No
no,Microsoft.DBforMySQL/locations/privateEndpointConnectionProxyOperationResults,null,No
